"","qseqid","sseqid","stitle","evalue","bitscore","pident","qcovs","qcovhsp","query","superkingdom","phylum","class","order","family","genus","species"
"738","ASV878","gi|1846256367|gb|MT527678.1|","Blastococcus sp. strain SYSU_D00922 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"1873459","Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Blastococcus","Blastococcus sp."
"739","ASV879","gi|1851774533|gb|MT585512.1|","Vagococcus fluvialis strain 794 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2738","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus fluvialis"
"740","ASV881","gi|1820342132|gb|MT176441.1|","Methylobacterium sp. strain BGD25 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"409","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium sp."
"741","ASV882","gi|1846469894|gb|MT538329.1|","Phenylobacterium sp. strain FW305-C-30-S1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1871053","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium sp."
"742","ASV883","gi|1812591855|gb|MT110759.1|","Uncultured bacterium clone TSCW_OTU_076 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"743","ASV884","gi|1149301481|gb|KU475715.1|","Uncultured bacterium clone dongzy2tff35077 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"744","ASV885","gi|943819076|gb|KT912753.1|","Uncultured bacterium clone 10202 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"745","ASV886","gi|411015835|gb|JQ368598.2|","Uncultured bacterium clone WIR21Powerd5_2815 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"746","ASV887","gi|1858806450|gb|MT631992.1|","Rhizobium sp. strain LA-19 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"391","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp."
"747","ASV888","gi|1702577438|gb|MN175146.1|","Uncultured bacterium clone vks6 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"748","ASV889","gi|1839133106|emb|LR780468.1|","uncultured Rickettsia sp. partial 16S rRNA gene",5.23e-127,468,100,100,100,"249168","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","uncultured Rickettsia sp."
"749","ASV89","gi|1805087944|gb|MT013454.1|","Uncultured bacterium clone denovo2734 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"750","ASV890","gi|1149264667|gb|KU439022.1|","Uncultured bacterium clone dongzytff56244 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"751","ASV891","gi|1189448826|gb|MF047520.1|","Uncultured bacterium clone A938 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"752","ASV892","gi|1578791278|gb|MK544542.1|","Uncultured bacterium clone OTU_20 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"753","ASV893","gi|1806474882|dbj|AP022618.1|","Mycolicibacterium insubricum JCM 16366 DNA, nearly complete genome",5.23e-127,468,100,100,100,"444597","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium insubricum"
"754","ASV894","gi|2274191135|gb|OP021691.1|","Ignatzschineria sp. strain NIBSM- PWBD-5 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2136793","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Ignatzschineriaceae","Ignatzschineria","Ignatzschineria sp."
"755","ASV895","gi|2706543112|emb|OZ026533.1|","Alphaproteobacteria bacterium endosymbiont of Pipizella viduata isolate e6689bee-e4fc-4eb7-97e8-416618babde4 genome assembly, chromosome: 1",5.61e-77,302,88.142,100,100,"3077943","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,"Alphaproteobacteria bacterium endosymbiont of Pipizella viduata"
"756","ASV896","gi|1840477820|gb|MT453990.1|","Wohlfahrtiimonas populi strain YN180717 16S ribosomal RNA gene, partial sequence",5.3e-117,435,98,99,99,"1940240","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Ignatzschineriaceae","Wohlfahrtiimonas","Wohlfahrtiimonas populi"
"757","ASV897","gi|2279682071|gb|OP108787.1|","Gordonia caeni strain 5-8-824-1r 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1007097","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Gordoniaceae","Gordonia","Gordonia caeni"
"758","ASV898","gi|212286347|gb|AY886718.2|","Uncultured bacterium clone NF7-C10 16S ribosomal RNA gene, partial sequence",2.47e-115,429,97.244,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"759","ASV899","gi|1847966112|gb|MT556435.1|","Pseudomonas sp. strain B126A6 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"306","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp."
"760","ASV9","gi|1853506050|gb|MT605345.1|","[Pantoea] cedenensis strain MB137 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"92932","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","[Pantoea] cedenensis"
"761","ASV900","gi|1002663894|gb|KU327562.1|","Uncultured bacterium clone OTU_7322 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"762","ASV901","gi|218775002|dbj|AB473980.1|","Uncultured alpha proteobacterium gene for 16S rRNA, partial sequence, clone: ES_18_UNI",2.43e-125,462,99.605,100,100,"91750","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,"uncultured Alphaproteobacteria bacterium"
"763","ASV902","gi|1700046996|gb|MN157285.1|","Uncultured bacterium clone A730 16S ribosomal RNA gene, partial sequence",1.16e-103,390,94.466,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"764","ASV903","gi|943850084|gb|KT018359.1|","Uncultured prokaryote clone OTU_5251 16S ribosomal RNA gene, partial sequence",1.48e-117,436,97.638,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"765","ASV904","gi|1771903145|emb|LR640110.1|","uncultured bacterium partial 16S rRNA gene",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"766","ASV905","gi|1052475520|gb|KX703745.1|","Uncultured bacterium clone 1656 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"767","ASV906","gi|1080112532|gb|KU886623.1|","Uncultured bacterium clone DCA-B01-55 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"768","ASV907","gi|1800440836|dbj|LC519858.1|","Lactobacillus floricola JCM 16512 gene for 16S rRNA, partial sequence",5.49e-92,351,91.732,100,100,"679249","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Holzapfeliella","Holzapfeliella floricola"
"769","ASV908","gi|1418479123|gb|MH569913.1|","Uncultured Oscillospiraceae bacterium clone OTU_48 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"707003","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae",NA,"uncultured Oscillospiraceae bacterium"
"770","ASV909","gi|1173239640|gb|KY879767.1|","Uncultured bacterium clone denovo486 16S ribosomal RNA gene, partial sequence",8.7e-125,460,99.603,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"771","ASV91","gi|1334115270|gb|MG831365.1|","Serratia endosymbiont of Lasius claviger isolate MB407_M228-2 16S ribosomal RNA gene, partial sequence",2.47e-115,429,97.233,100,100,"2077324","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia endosymbiont of Lasius claviger"
"772","ASV910","gi|1189449578|gb|MF048272.1|","Uncultured bacterium clone A1690 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"773","ASV911","gi|71039700|gb|DQ113447.1|","Bartonella sp. AD273 16S ribosomal RNA gene, partial sequence",5.3e-117,435,97.628,100,100,"336950","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bartonellaceae","Bartonella","Bartonella sp. AD273"
"774","ASV912","gi|1386811855|gb|MH291839.1|","Uncultured bacterium clone 16S(V3-V4)-449 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"775","ASV913","gi|974984864|emb|LT008905.1|","Uncultured Pediococcus sp. partial 16S rRNA gene, OTU02044",6.95e-106,398,95.219,99,99,"165192","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","uncultured Pediococcus sp."
"776","ASV914","gi|1209714015|gb|MF374096.1|","Uncultured bacterium clone OTU253 16S ribosomal RNA gene, partial sequence",1.15e-113,424,96.838,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"777","ASV915","gi|1450321840|gb|MH761688.1|","Uncultured bacterium clone 0874 16S ribosomal RNA gene, partial sequence",6.76e-126,464,100,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"778","ASV916","gi|1379012875|gb|MH228030.1|","Uncultured bacterium clone OTU2280 16S ribosomal RNA gene, partial sequence",9.25e-85,327,90.079,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"779","ASV917","gi|2314656796|gb|OP598827.1|","Uncultured bacterium clone LgBact1 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"780","ASV918","gi|1023747421|gb|KX023651.1|","Stenotrophomonas sp. C1BS11_pA 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1837687","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","Stenotrophomonas sp. C1BS11_pA"
"781","ASV919","gi|1475721395|gb|MH879929.1|","Uncultured bacterium clone ASV62 16S ribosomal RNA gene, partial sequence",6.76e-126,464,100,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"782","ASV92","gi|1576977415|gb|MK543054.1|","Gluconacetobacter diazotrophicus strain NRB152 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"33996","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus"
"783","ASV920","gi|1861039534|dbj|LC546435.1|","Methylobacterium sp. BA-217 gene for 16S ribosomal RNA, partial sequence",2.47e-115,429,97.233,100,100,"409","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium sp."
"784","ASV921","gi|2795021012|gb|PQ250479.1|","Uncultured Verrucomicrobiota bacterium clone OTU624 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"156588","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,"uncultured Verrucomicrobiota bacterium"
"785","ASV922","gi|1001011301|gb|KU543378.1|","Uncultured bacterium clone 6628 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"786","ASV923","gi|472054458|gb|KC632767.1|","Uncultured bacterium clone SG.166.98.6_363167 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"787","ASV924","gi|1810786031|gb|MT076225.1|","Roseomonas nepalensis strain bac36 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1854500","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Roseomonas","Roseomonas nepalensis"
"788","ASV925","gi|1189448229|gb|MF046923.1|","Uncultured bacterium clone A341 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"789","ASV926","gi|1771877087|emb|LR652041.1|","uncultured bacterium partial 16S rRNA gene",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"790","ASV927","gi|385889158|gb|JQ726809.1|","Uncultured Rhizobiales bacterium clone Nsp1Shm123 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"208549","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,"uncultured Hyphomicrobiales bacterium"
"791","ASV928","gi|1770971275|gb|MN629206.1|","Paracoccus sp. strain S-4018 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"267","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus","Paracoccus sp. (in: a-proteobacteria)"
"792","ASV929","gi|1001010849|gb|KU542926.1|","Uncultured bacterium clone 5541 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"793","ASV93","gi|1189447947|gb|MF046641.1|","Uncultured bacterium clone A59 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"794","ASV930","gi|162136733|gb|EU297561.1|","Uncultured Verrucomicrobiae bacterium clone GASP-KB1S2_G02 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"412056","Bacteria","Verrucomicrobiota","Verrucomicrobiia",NA,NA,NA,"uncultured Verrucomicrobiae bacterium"
"795","ASV931","gi|1788250664|gb|MN880333.1|","Uncultured Intrasporangiaceae bacterium clone OTU00012 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"211436","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae",NA,"uncultured Intrasporangiaceae bacterium"
"796","ASV932","gi|1940108646|gb|MW336809.1|","Uncultured Alphaproteobacteria bacterium clone Otu1600 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"91750","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,"uncultured Alphaproteobacteria bacterium"
"797","ASV933","gi|1851725225|dbj|LC552072.1|","Prescottella equi CS402 gene for 16S rRNA, partial sequence",1.13e-123,457,99.209,100,100,"43767","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Prescottella","Prescottella equi"
"798","ASV934","gi|1194867847|gb|MF010856.1|","Uncultured bacterium clone 06436 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"799","ASV935","gi|1771903145|emb|LR640110.1|","uncultured bacterium partial 16S rRNA gene",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"800","ASV936","gi|298397700|gb|HM112394.1|","Uncultured Acetobacteraceae bacterium clone SHOB703 16S ribosomal RNA gene, partial sequence",1.2e-83,324,89.723,100,100,"169975","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,"uncultured Acetobacteraceae bacterium"
"801","ASV937","gi|2213052385|gb|MT256934.1|","Allograpta obliqua 18S small subunit ribosomal RNA gene, partial sequence",0,896,99.795,100,100,"414762","Eukaryota","Arthropoda","Insecta","Diptera","Syrphidae","Allograpta","Allograpta obliqua"
"802","ASV938","gi|2724694083|gb|CP152427.1|","Bacillus paramycoides strain JYZ-SD5 chromosome, complete genome",2.43e-125,462,99.605,100,100,"2026194","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus paramycoides"
"803","ASV939","gi|1336503908|gb|MG858002.1|","Uncultured bacterium clone OTU153_Y_1_A_1141849 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"804","ASV940","gi|1080085991|gb|KX997580.1|","Uncultured bacterium clone Otu02806 16S ribosomal RNA gene, partial sequence",1.15e-113,424,96.838,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"805","ASV941","gi|1826552859|gb|MT256397.1|","Actinomyces faecalis strain ZJ34 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2722820","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces faecalis"
"806","ASV942","gi|1033915230|gb|KU648045.1|","Uncultured bacterium clone AA-16_12604665 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"807","ASV945","gi|157740405|gb|EU148751.1|","Uncultured bacterium clone M5-F5 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"808","ASV947","gi|1532334252|gb|MH977595.1|","Uncultured bacterium clone Otu792 16S ribosomal RNA gene, partial sequence",1.16e-108,407,96.356,98,98,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"809","ASV948","gi|1496545993|gb|MH532003.1|","Uncultured bacterium clone OTU_8355 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"810","ASV949","gi|1109174902|gb|KY257393.1|","Uncultured bacterium clone js6961 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"811","ASV950","gi|1336429910|gb|MG852412.1|","Uncultured prokaryote clone Otu00245 16S ribosomal RNA gene, partial sequence",2.48e-110,412,96.047,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"812","ASV951","gi|1215164786|dbj|LC302453.1|","Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:15485",2.43e-125,462,99.605,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"813","ASV952","gi|874539677|gb|KP913612.1|","Uncultured bacterium clone 866365_AL227_726 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"814","ASV953","gi|1708137852|gb|MN212463.1|","Uncultured bacterium clone t__36504 16S ribosomal RNA gene, partial sequence",8.7e-125,460,99.603,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"815","ASV954","gi|1002653818|gb|KU221760.1|","Uncultured bacterium clone OTU_326 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"816","ASV955","gi|1771898578|emb|LR635708.1|","uncultured bacterium partial 16S rRNA gene",8.7e-125,460,99.603,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"817","ASV956","gi|943850251|gb|KT018526.1|","Uncultured prokaryote clone OTU_5427 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"818","ASV957","gi|1835437919|gb|MT396160.1|","Peptoniphilus faecalis strain AGMB00490 16S ribosomal RNA gene, partial sequence",1.87e-126,466,100,100,100,"2731255","Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus faecalis"
